	Unnamed: 0	key	Page Links	Titles	Gender	IsDeleted	Word Count
185	185	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Vaidyanatha_Dikshita	Vaidyanatha Dikshita	Male	False	0
186	186	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Brahma_Gopal_Bhadury	Brahma Gopal Bhadury	Male	True	0
187	187	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sons_of_Nero	Sons of Nero	Male	True	0
188	188	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Baba_Sangat_Singh	Baba Sangat Singh	Male	True	0
189	189	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Patrick_Thomas_(graphic_artist)	Patrick Thomas (graphic artist)	Male	False	0
190	190	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mere_(footballer)	Mere (footballer)	Male	True	0
191	191	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Fred_Luddy	Fred Luddy	Male	False	0
192	192	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Warda_(film)	Warda (film)	Female	True	0
193	193	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sumeet_Singh	Sumeet Singh	Male	True	0
194	194	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Philip_Lehr	Philip Lehr	Male	True	0
195	195	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Z%C3%BBg	Zûg	Male	True	0
196	196	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Y-Zet	Y-Zet	Male	False	0
197	197	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Sonia_Kapoor	Sonia Kapoor	Female	False	0
198	198	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Mobarz_Kidifa	Mobarz Kidifa	Male	True	0
199	199	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Zlatan_Ibile	Zlatan Ibile	Male	False	0
200	200	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Free_Spirit_World_Tour	Free Spirit World Tour	Male	False	0
201	201	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Open_Space_(band)	Open Space (band)	Male	False	0
202	202	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Philanthro_Productions	Philanthro Productions	Male	True	0
203	203	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Matthew_Waldman	Matthew Waldman	Female	True	0
204	204	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Yuvraaj_Parashar	Yuvraaj Parashar	Male	False	0
205	205	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Ian_Donald_Cochrane_Hopkins	Ian Donald Cochrane Hopkins	Male	False	0
206	206	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Medical_model_of_autism	Medical model of autism	Female	False	0
207	207	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Quantum_Sheep	Quantum Sheep	Female	True	0
208	208	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Traingate	Traingate	Male	False	0
209	209	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Columbus_Girls_Academy	Columbus Girls Academy	Female	True	0
210	210	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Gateway_Boys_Academy	Gateway Boys Academy	Male	True	0
211	211	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Endemic_gastronomy	Endemic gastronomy	Male	False	0
212	212	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Voyeurweb	Voyeurweb	Female	True	0
213	213	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/SexMex	SexMex	Male	True	0
214	214	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Bekaaboo	Bekaaboo	Male	True	0
215	215	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Lindsay_Chaney	Lindsay Chaney	Male	False	0
216	216	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Fictionmania	Fictionmania	Female	True	0
217	217	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Those_firmly_rooted_in_knowledge	Those firmly rooted in knowledge	Male	False	0
218	218	Wikipedia:Articles for deletion/Log/2019 June 6	https://en.wikipedia.org/wiki/Danai_Koutra	Danai Koutra	Female	True	0
219	219	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/KA_Tun_Azizan	KA Tun Azizan	Female	False	0
220	220	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Elijah_San_Fernando	Elijah San Fernando	Male	True	0
221	221	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/The_Flaming_Idiots	The Flaming Idiots	Male	False	0
222	222	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Steve_Macdonald_(filk_musician)	Steve Macdonald (filk musician)	Male	False	0
223	223	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Marc_Gunn	Marc Gunn	Male	False	0
224	224	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Eric_Forsberg	Eric Forsberg	Male	False	0
225	225	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Brobdingnagian_Bards	Brobdingnagian Bards	Male	False	0
226	226	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Zach_Halmstad	Zach Halmstad	Male	False	0
227	227	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Luba_Pashkovskaya	Luba Pashkovskaya	Female	True	0
228	228	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Renaud_Dumora	Renaud Dumora	Male	True	0
229	229	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Trash_Gordon	Trash Gordon	Male	False	0
230	230	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/The_Casagrandes_(characters)	The Casagrandes (characters)	Male	False	0
231	231	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Albannach_(band)	Albannach (band)	Male	False	0
232	232	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Clann_An_Drumma	Clann An Drumma	Male	False	0
233	233	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Doug_Richardson	Doug Richardson	Male	False	0
234	234	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sowmya_Rao_Nadig	Sowmya Rao Nadig	Female	False	0
235	235	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Choke_Creek	Choke Creek	Male	True	0
236	236	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Pareshaan_Parinda	Pareshaan Parinda	Female	False	0
237	237	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/WikiIndex	WikiIndex	Male	False	0
238	238	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Timothy_O%27Shea_(business_executive)	Timothy O'Shea (business executive)	Male	False	0
239	239	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Peter_Keely	Peter Keely	Male	False	0
240	240	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Wiley_F._Cox	Wiley F. Cox	Male	True	0
241	241	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Carlo_Kemp	Carlo Kemp	Male	True	0
242	242	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Penelope_Jean_Hayes	Penelope Jean Hayes	Female	True	0
243	243	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sgt._MacKenzie	Sgt. MacKenzie	Male	False	0
244	244	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Yemi_Davids	Yemi Davids	Male	True	0
245	245	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Natali_Thanou	Natali Thanou	Female	False	0
246	246	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Thomas_Walter_Warnes	Thomas Walter Warnes	Male	False	0
247	247	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Oskar_Friberg	Oskar Friberg	Male	True	0
248	248	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Michael_Ley	Michael Ley	Male	False	0
249	249	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Millan_Sachania	Millan Sachania	Male	True	0
250	250	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Dulcie_Younger	Dulcie Younger	Female	True	0
251	251	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Dremo	Dremo	Male	True	0
252	252	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Jessica_Dettmann	Jessica Dettmann	Female	False	0
253	253	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Pete_Lowe	Pete Lowe	Male	True	0
254	254	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Christopher_Walter_Waitt	Christopher Walter Waitt	Male	False	0
255	255	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sandeep_Ranade	Sandeep Ranade	Male	False	0
256	256	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Sanity_(demogroup)	Sanity (demogroup)	Male	True	0
257	257	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/W._Jeffrey_Brown	W. Jeffrey Brown	Male	True	0
258	258	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Mobina_Nejad	Mobina Nejad	Female	True	0
259	259	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/K._N._Rao	K. N. Rao	Male	True	0
260	260	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Le_R%C3%AAve_de_Tiya	Le Rêve de Tiya	Female	False	0
261	261	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Mike_Schreiber	Mike Schreiber	Male	True	0
262	262	Wikipedia:Articles for deletion/Log/2019 June 7	https://en.wikipedia.org/wiki/Nonso_Amadi	Nonso Amadi	Male	False	0
263	263	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Pamela_St._John	Pamela St. John	Female	True	0
264	264	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Melissa_Miles_McCarter	Melissa Miles McCarter	Female	True	0
265	265	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Sandeep_Kishore	Sandeep Kishore	Male	True	0
266	266	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Zonayed_Saki	Zonayed Saki	Male	True	0
267	267	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/It_Happened_%27That_Night%27	It Happened 'That Night'	Female	False	0
268	268	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/In_the_Eye_Abides_the_Heart	In the Eye Abides the Heart	Female	False	0
269	269	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Olawoyin_Olasunkanmi	Olawoyin Olasunkanmi	Male	True	0
270	270	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Ali_Malkawi	Ali Malkawi	Male	True	0
271	271	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Lisa_Marie_Abato	Lisa Marie Abato	Female	False	0
272	272	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Chanel_Santini	Chanel Santini	Female	True	0
273	273	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/The_Snakes_(psychobilly_band)	The Snakes (psychobilly band)	Male	True	0
274	274	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Hugh_McDermott_(police_officer)	Hugh McDermott (police officer)	Male	True	0
275	275	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Ashley_Liao	Ashley Liao	Female	False	0
276	276	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Kendr%C3%A9_Berry	Kendré Berry	Male	True	0
277	277	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Intellectual_dark_web	Intellectual dark web	Male	False	0
278	278	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Dr._Supratim_Akaash_Paul	Dr. Supratim Akaash Paul	Male	True	0
279	279	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/L%27albatros_(poem)	L'albatros (poem)	Male	False	0
280	280	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Nirali_Kartik	Nirali Kartik	Female	True	0
281	281	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Weedon_Pinkney_Priory	Weedon Pinkney Priory	Male	False	0
282	282	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Antonio_Zamora	Antonio Zamora	Male	False	0
283	283	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Tmbax	Tmbax	Male	True	0
284	284	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Oluwafunmilayo_Oni	Oluwafunmilayo Oni	Female	True	0
285	285	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Milin_Dokthian	Milin Dokthian	Female	False	0
286	286	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/James_Byrd_(guitarist)	James Byrd (guitarist)	Male	True	0
287	287	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Denice_Klarskov	Denice Klarskov	Female	False	0
288	288	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Driving_to_Geronimo%27s_Grave_and_Other_Stories	Driving to Geronimo's Grave and Other Stories	Male	False	0
289	289	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Ballyholme_Primary_School	Ballyholme Primary School	Male	False	0
290	290	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Sandile_Mahlangu	Sandile Mahlangu	Male	False	0
291	291	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Rebecca_Grant_(political_expert)	Rebecca Grant (political expert)	Female	True	0
292	292	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Tabou_(film)	Tabou (film)	Female	True	0
293	293	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Die_Hel_(film)	Die Hel (film)	Male	True	0
294	294	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/The_JoJo_%26_BowBow_Show_Show	The JoJo & BowBow Show Show	Female	False	0
295	295	Wikipedia:Articles for deletion/Log/2019 June 3	https://en.wikipedia.org/wiki/Secrets_of_Investigation	Secrets of Investigation	Female	False	0
296	296	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Karen_Davis_(singer)	Karen Davis (singer)	Female	True	0
297	297	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Ganesh_Dhungana	Ganesh Dhungana	Male	True	0
298	298	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Danny_Mars	Danny Mars	Male	True	0
299	299	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Derwent_House	Derwent House	Male	False	0
300	300	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Longshanks_(band)	Longshanks (band)	Male	True	0
301	301	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Rajiv_Dingra	Rajiv Dingra	Male	True	0
302	302	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Robert_Romano_(ER)	Robert Romano (ER)	Male	False	0
303	303	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Alexander_Marxer	Alexander Marxer	Male	True	0
304	304	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Things_(film)	Things (film)	Male	True	0
305	305	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Kimberly_Fawcett	Kimberly Fawcett	Female	True	0
306	306	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Marty_Morantz	Marty Morantz	Male	True	0
307	307	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/April_Jeffs	April Jeffs	Female	True	0
308	308	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Gary_Vidal	Gary Vidal	Male	True	0
309	309	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Scott_Aitchison	Scott Aitchison	Male	True	0
310	310	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Sean_Weir	Sean Weir	Male	True	0
311	311	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/B_S_Shiju	B S Shiju	Male	True	0
312	312	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Helena_Konanz	Helena Konanz	Female	False	0
313	313	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Eric_Duncan_(Canadian_politician)	Eric Duncan (Canadian politician)	Male	True	0
314	314	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Copper_Canyon_Apartment_Homes_shooting	Copper Canyon Apartment Homes shooting	Male	False	0
315	315	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/RedSpotGames	RedSpotGames	Male	True	0
316	316	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Marcin_Urynowicz	Marcin Urynowicz	Male	True	0
317	317	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Christopher_Black	Christopher Black	Male	True	0
318	318	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/John_Beck_(politician)	John Beck (politician)	Male	True	0
319	319	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Terry_Dowdall	Terry Dowdall	Male	True	0
320	320	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Mark_DeMontis	Mark DeMontis	Male	True	0
321	321	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Jaiden_Animations	Jaiden Animations	Female	True	0
322	322	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Jimmy_Byrd	Jimmy Byrd	Male	True	0
323	323	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Hoon_(fiction)	Hoon (fiction)	Male	False	0
324	324	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/AM-C_(rapper)	AM-C (rapper)	Male	True	0
325	325	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Oluwafunmilayo_Oni	Oluwafunmilayo Oni	Female	True	0
326	326	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Antonio_Zamora	Antonio Zamora	Male	False	0
327	327	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Thordis_Loa_Thorhallsdottir	Thordis Loa Thorhallsdottir	Female	False	0
328	328	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Honorio_Banario	Honorio Banario	Male	True	0
329	329	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Chris_Hofmann	Chris Hofmann	Male	True	0
330	330	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Ashley_Liao	Ashley Liao	Female	False	0
331	331	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/David_Meltzer_(author)	David Meltzer (author)	Male	True	0
332	332	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Keyun_Ruan	Keyun Ruan	Female	True	0
333	333	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Edward_Kelly_(fighter)	Edward Kelly (fighter)	Male	True	0
334	334	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Elizabeth_Turnbull	Elizabeth Turnbull	Female	False	0
335	335	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Kosman_Island	Kosman Island	Male	True	0
336	336	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Darryn_August	Darryn August	Male	True	0
337	337	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Rebecca_Grant_(political_expert)	Rebecca Grant (political expert)	Female	True	0
338	338	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Thomas_D._Everett	Thomas D. Everett	Male	True	0
339	339	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Sandeep_Kishore	Sandeep Kishore	Male	True	0
340	340	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Ben_Hutchings	Ben Hutchings	Male	True	0
341	341	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Ibrahim_al-Mujab	Ibrahim al-Mujab	Male	False	0
342	342	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/JoomShaper	JoomShaper	Male	True	0
343	343	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Michael_Masch	Michael Masch	Male	True	0
344	344	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Avi_J	Avi J	Male	True	0
345	345	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Jilly_Gibson	Jilly Gibson	Female	True	0
346	346	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Cuco_(musician)	Cuco (musician)	Male	True	0
347	347	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Harriet_Carter	Harriet Carter	Female	True	0
348	348	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Aditya_Singh_(Politician)	Aditya Singh (Politician)	Male	True	0
349	349	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Frans_Mlambo	Frans Mlambo	Male	True	0
350	350	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Madrat_and_Chiko	Madrat and Chiko	Male	True	0
351	351	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Ghent_Students_Rowing	Ghent Students Rowing	Male	True	0
352	352	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Sandile_Mahlangu	Sandile Mahlangu	Male	False	0
353	353	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Hugh_McDermott_(police_officer)	Hugh McDermott (police officer)	Male	True	0
354	354	Wikipedia:Articles for deletion/Log/2019 June 11	https://en.wikipedia.org/wiki/Chanel_Santini	Chanel Santini	Female	True	0
355	355	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/The_Gumazing_Gum_Girl!	The Gumazing Gum Girl!	Female	False	0
356	356	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Sandeep_Tandon	Sandeep Tandon	Male	True	0
357	357	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Sam_Parsons_(runner)	Sam Parsons (runner)	Male	True	0
358	358	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Erich_Sbraccia	Erich Sbraccia	Male	True	0
359	359	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Dukes_Dalton	Dukes Dalton	Male	True	0
360	360	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Jim_C._O%27Brien	Jim C. O'Brien	Male	True	0
361	361	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Colorado_MahlerFest	Colorado MahlerFest	Male	False	0
362	362	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/XJW_Friends	XJW Friends	Female	True	0
363	363	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Amirsalar_Davoudi	Amirsalar Davoudi	Male	False	0
364	364	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Nadix	Nadix	Male	False	0
365	365	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Gordy_Bunch	Gordy Bunch	Male	True	0
366	366	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/John_Hewko	John Hewko	Male	False	0
367	367	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/S_Ahmed_Meeran	S Ahmed Meeran	Male	True	0
368	368	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Nathan_Dylan_Goodwin	Nathan Dylan Goodwin	Male	True	0
369	369	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Geoff_Clark_(journalist)	Geoff Clark (journalist)	Male	True	0
370	370	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Clinton_Rogers	Clinton Rogers	Male	True	0
371	371	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Alina_Jenkins	Alina Jenkins	Female	True	0
372	372	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Holly_Green	Holly Green	Female	True	0
373	373	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Erik_Arvinder	Erik Arvinder	Male	False	0
374	374	Wikipedia:Articles for deletion/Log/2019 June 12	https://en.wikipedia.org/wiki/Style_%26_Society_(magazine)	Style & Society (magazine)	Female	True	0
